gender,age,rank,week,title,main_genre,sub_genre
MF,,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,,2,6월 5주차,콩콩팜팜,예능,여행
MF,,3,6월 5주차,내일도 출근!,드라마,로맨스
MF,,4,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,,5,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,,6,6월 5주차,언더커버셰프,예능,여행
MF,,7,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,,8,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,,9,6월 5주차,나 혼자 산다,예능,버라이어티
MF,,10,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,,11,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,,12,6월 5주차,놀러코스터,예능,여행
MF,,13,6월 5주차,첫 번째 남자,드라마,로맨스
MF,,14,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,,15,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,,16,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
MF,,17,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,,18,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,,19,6월 5주차,허수아비,드라마,공포/오컬트
MF,,20,6월 5주차,놀라운 토요일,예능,음악예능
MF,,21,6월 5주차,탐정들의 영업비밀,예능,버라이어티
MF,,22,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,,23,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,,24,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,,25,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,,26,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
MF,,27,6월 5주차,은밀한 감사,드라마,로맨스
MF,,28,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
MF,,29,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
MF,,30,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
MF,,31,6월 5주차,히든아이,교양,다큐멘터리
MF,,32,6월 5주차,이호선 상담소,예능,토크쇼
MF,,33,6월 5주차,쯔양몇끼,예능,쿡방/먹방
MF,,34,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
MF,,35,6월 5주차,아는 형님,예능,버라이어티
MF,,36,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
MF,,37,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,,38,6월 5주차,구기동 프렌즈,예능,버라이어티
MF,,39,6월 5주차,용감한 형사들 5,예능,토크쇼
MF,,40,6월 5주차,백일제등,드라마,판타지
MF,,41,6월 5주차,조선의 사랑꾼,예능,버라이어티
MF,,42,6월 5주차,JTBC news NOW,교양,정치/시사
MF,,43,6월 5주차,이제 만나러 갑니다,예능,토크쇼
MF,,44,6월 5주차,꽃보다 청춘: 리미티드 에디션,예능,여행
MF,,45,6월 5주차,2026 윔블던 챔피언십 No.2 코트피드,스포츠,국제대회
MF,,46,6월 5주차,흔들흔들,로맨스,
MF,,47,6월 5주차,뿅뿅 지구오락실 3,예능,여행
MF,,48,6월 5주차,선재 업고 튀어,드라마,로맨스
MF,,49,6월 5주차,2026 윔블던 챔피언십 Centre 코트피드,스포츠,국제대회
MF,,50,6월 5주차,삼경설: 세 번째 인연,드라마,로맨스
F,,1,6월 5주차,신입사원 강회장,드라마,판타지
F,,2,6월 5주차,콩콩팜팜,예능,여행
F,,3,6월 5주차,내일도 출근!,드라마,로맨스
F,,4,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
F,,5,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
F,,6,6월 5주차,언더커버셰프,예능,여행
F,,7,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
F,,8,6월 5주차,취사병 전설이 되다,드라마,코미디
F,,9,6월 5주차,나 혼자 산다,예능,버라이어티
F,,10,6월 5주차,놀면 뭐하니?,예능,버라이어티
F,,11,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
F,,12,6월 5주차,놀러코스터,예능,여행
F,,13,6월 5주차,첫 번째 남자,드라마,로맨스
F,,14,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
F,,15,6월 5주차,전지적 참견 시점,예능,버라이어티
F,,16,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
F,,17,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
F,,18,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
F,,19,6월 5주차,탐정들의 영업비밀,예능,버라이어티
F,,20,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
F,,21,6월 5주차,허수아비,드라마,공포/오컬트
F,,22,6월 5주차,놀라운 토요일,예능,음악예능
F,,23,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
F,,24,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
F,,25,6월 5주차,심야괴담회 시즌6,예능,토크쇼
F,,26,6월 5주차,은밀한 감사,드라마,로맨스
F,,27,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
F,,28,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
F,,29,6월 5주차,이호선 상담소,예능,토크쇼
F,,30,6월 5주차,히든아이,교양,다큐멘터리
F,,31,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
F,,32,6월 5주차,용감한 형사들 5,예능,토크쇼
F,,33,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
F,,34,6월 5주차,구기동 프렌즈,예능,버라이어티
F,,35,6월 5주차,쯔양몇끼,예능,쿡방/먹방
F,,36,6월 5주차,친애하는 X,드라마,공포/오컬트
F,,37,6월 5주차,백일제등,드라마,판타지
F,,38,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
F,,39,6월 5주차,아는 형님,예능,버라이어티
F,,40,6월 5주차,조선의 사랑꾼,예능,버라이어티
F,,41,6월 5주차,꽃보다 청춘: 리미티드 에디션,예능,여행
F,,42,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
F,,43,6월 5주차,선재 업고 튀어,드라마,로맨스
F,,44,6월 5주차,쌍궤,드라마,로맨스
F,,45,6월 5주차,유미의 세포들 시즌2,드라마,코미디
F,,46,6월 5주차,흔들흔들,로맨스,
F,,47,6월 5주차,이제 만나러 갑니다,예능,토크쇼
F,,48,6월 5주차,삼경설: 세 번째 인연,드라마,로맨스
F,,49,6월 5주차,뿅뿅 지구오락실 3,예능,여행
F,,50,6월 5주차,콩 심은 데 콩 나고 팥 심은 데 팥 난다,예능,여행
M,,1,6월 5주차,신입사원 강회장,드라마,판타지
M,,2,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
M,,3,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
M,,4,6월 5주차,내일도 출근!,드라마,로맨스
M,,5,6월 5주차,콩콩팜팜,예능,여행
M,,6,6월 5주차,취사병 전설이 되다,드라마,코미디
M,,7,6월 5주차,언더커버셰프,예능,여행
M,,8,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
M,,9,6월 5주차,놀면 뭐하니?,예능,버라이어티
M,,10,6월 5주차,나 혼자 산다,예능,버라이어티
M,,11,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
M,,12,6월 5주차,놀러코스터,예능,여행
M,,13,6월 5주차,첫 번째 남자,드라마,로맨스
M,,14,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
M,,15,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
M,,16,6월 5주차,전지적 참견 시점,예능,버라이어티
M,,17,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
M,,18,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
M,,19,6월 5주차,허수아비,드라마,공포/오컬트
M,,20,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
M,,21,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
M,,22,6월 5주차,심야괴담회 시즌6,예능,토크쇼
M,,23,6월 5주차,놀라운 토요일,예능,음악예능
M,,24,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
M,,25,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
M,,26,6월 5주차,쯔양몇끼,예능,쿡방/먹방
M,,27,6월 5주차,은밀한 감사,드라마,로맨스
M,,28,6월 5주차,아는 형님,예능,버라이어티
M,,29,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
M,,30,6월 5주차,JTBC news NOW,교양,정치/시사
M,,31,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
M,,32,6월 5주차,탐정들의 영업비밀,예능,버라이어티
M,,33,6월 5주차,히든아이,교양,다큐멘터리
M,,34,6월 5주차,2026 윔블던 챔피언십 No.2 코트피드,스포츠,국제대회
M,,35,6월 5주차,이제 만나러 갑니다,예능,토크쇼
M,,36,6월 5주차,친애하는 X,드라마,공포/오컬트
M,,37,6월 5주차,이호선 상담소,예능,토크쇼
M,,38,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
M,,39,6월 5주차,2026 윔블던 챔피언십 Centre 코트피드,스포츠,국제대회
M,,40,6월 5주차,조선의 사랑꾼,예능,버라이어티
M,,41,6월 5주차,구기동 프렌즈,예능,버라이어티
M,,42,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
M,,43,6월 5주차,2026 윔블던 챔피언십 No.1 코트피드,스포츠,국제대회
M,,44,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
M,,45,6월 5주차,백일제등,드라마,판타지
M,,46,6월 5주차,꽃보다 청춘: 리미티드 에디션,예능,여행
M,,47,6월 5주차,끝까지 간다 독박투어,예능,여행
M,,48,6월 5주차,용감한 형사들 5,예능,토크쇼
M,,49,6월 5주차,흔들흔들,로맨스,
M,,50,6월 5주차,MBC 무한도전 정주행,예능,버라이어티
MF,10,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,10,2,6월 5주차,내일도 출근!,드라마,로맨스
MF,10,3,6월 5주차,콩콩팜팜,예능,여행
MF,10,4,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,10,5,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,10,6,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,10,7,6월 5주차,언더커버셰프,예능,여행
MF,10,8,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,10,9,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,10,10,6월 5주차,첫 번째 남자,드라마,로맨스
MF,10,11,6월 5주차,나 혼자 산다,예능,버라이어티
MF,10,12,6월 5주차,환승연애 4,예능,연애 리얼리티&토크쇼
MF,10,13,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,10,14,6월 5주차,쌍궤,드라마,로맨스
MF,10,15,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,10,16,6월 5주차,놀라운 토요일,예능,음악예능
MF,10,17,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,10,18,6월 5주차,연애혁명,드라마,코미디
MF,10,19,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,10,20,6월 5주차,슬기로운 의사생활 시즌2,드라마,의학
MF,10,21,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,10,22,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
MF,10,23,6월 5주차,은밀한 감사,드라마,로맨스
MF,10,24,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
MF,10,25,6월 5주차,슬기로운 의사생활,드라마,의학
MF,10,26,6월 5주차,허수아비,드라마,공포/오컬트
MF,10,27,6월 5주차,언젠가는 슬기로울 전공의생활,드라마,의학
MF,10,28,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,10,29,6월 5주차,놀러코스터,예능,여행
MF,10,30,6월 5주차,아는 형님,예능,버라이어티
MF,10,31,6월 5주차,선재 업고 튀어,드라마,로맨스
MF,10,32,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,10,33,6월 5주차,대탈출 3,예능,게임/퀴즈쇼
MF,10,34,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,10,35,6월 5주차,뿅뿅 지구오락실 3,예능,여행
MF,10,36,6월 5주차,지붕 뚫고 하이킥,드라마,코미디
MF,10,37,6월 5주차,응답하라 1994,드라마,청춘(성장)
MF,10,38,6월 5주차,대탈출,예능,게임/퀴즈쇼
MF,10,39,6월 5주차,스물다섯 스물하나,드라마,로맨스
MF,10,40,6월 5주차,WANNA ONE GO : Back to Base,예능,아이돌(리얼리티)
MF,10,41,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,10,42,6월 5주차,당아비분향니 : 너에게로 달려갈게,해외드라마,중국드라마
MF,10,43,6월 5주차,랩:퍼블릭,예능,음악예능
MF,10,44,6월 5주차,애니 : 널 사랑해,드라마,로맨스
MF,10,45,6월 5주차,대탈출 4,예능,게임/퀴즈쇼
MF,10,46,6월 5주차,콩 심은 데 콩 나고 팥 심은 데 팥 난다,예능,여행
MF,10,47,6월 5주차,뿅뿅 지구오락실 2,예능,버라이어티
MF,10,48,6월 5주차,눈물의 여왕,드라마,로맨스
MF,10,49,6월 5주차,여고추리반,예능,버라이어티
MF,10,50,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,20,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,20,2,6월 5주차,콩콩팜팜,예능,여행
MF,20,3,6월 5주차,내일도 출근!,드라마,로맨스
MF,20,4,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,20,5,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,20,6,6월 5주차,언더커버셰프,예능,여행
MF,20,7,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,20,8,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,20,9,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,20,10,6월 5주차,나 혼자 산다,예능,버라이어티
MF,20,11,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,20,12,6월 5주차,첫 번째 남자,드라마,로맨스
MF,20,13,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,20,14,6월 5주차,놀러코스터,예능,여행
MF,20,15,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,20,16,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,20,17,6월 5주차,허수아비,드라마,공포/오컬트
MF,20,18,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,20,19,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
MF,20,20,6월 5주차,놀라운 토요일,예능,음악예능
MF,20,21,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,20,22,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
MF,20,23,6월 5주차,은밀한 감사,드라마,로맨스
MF,20,24,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,20,25,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
MF,20,26,6월 5주차,탐정들의 영업비밀,예능,버라이어티
MF,20,27,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,20,28,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
MF,20,29,6월 5주차,구기동 프렌즈,예능,버라이어티
MF,20,30,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,20,31,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,20,32,6월 5주차,이호선 상담소,예능,토크쇼
MF,20,33,6월 5주차,콩 심은 데 콩 나고 팥 심은 데 팥 난다,예능,여행
MF,20,34,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
MF,20,35,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
MF,20,36,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
MF,20,37,6월 5주차,아는 형님,예능,버라이어티
MF,20,38,6월 5주차,유미의 세포들 시즌2,드라마,코미디
MF,20,39,6월 5주차,흔들흔들,로맨스,
MF,20,40,6월 5주차,뿅뿅 지구오락실 3,예능,여행
MF,20,41,6월 5주차,쯔양몇끼,예능,쿡방/먹방
MF,20,42,6월 5주차,쌍궤,드라마,로맨스
MF,20,43,6월 5주차,환승연애 4,예능,연애 리얼리티&토크쇼
MF,20,44,6월 5주차,뿅뿅 지구오락실 2,예능,버라이어티
MF,20,45,6월 5주차,지붕 뚫고 하이킥,드라마,코미디
MF,20,46,6월 5주차,대탈출 3,예능,게임/퀴즈쇼
MF,20,47,6월 5주차,히든아이,교양,다큐멘터리
MF,20,48,6월 5주차,용감한 형사들 5,예능,토크쇼
MF,20,49,6월 5주차,대탈출,예능,게임/퀴즈쇼
MF,20,50,6월 5주차,슬기로운 의사생활 시즌2,드라마,의학
MF,30,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,30,2,6월 5주차,콩콩팜팜,예능,여행
MF,30,3,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,30,4,6월 5주차,내일도 출근!,드라마,로맨스
MF,30,5,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,30,6,6월 5주차,언더커버셰프,예능,여행
MF,30,7,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,30,8,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,30,9,6월 5주차,나 혼자 산다,예능,버라이어티
MF,30,10,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,30,11,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,30,12,6월 5주차,놀러코스터,예능,여행
MF,30,13,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,30,14,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,30,15,6월 5주차,첫 번째 남자,드라마,로맨스
MF,30,16,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,30,17,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,30,18,6월 5주차,허수아비,드라마,공포/오컬트
MF,30,19,6월 5주차,놀라운 토요일,예능,음악예능
MF,30,20,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
MF,30,21,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,30,22,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,30,23,6월 5주차,탐정들의 영업비밀,예능,버라이어티
MF,30,24,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
MF,30,25,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,30,26,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
MF,30,27,6월 5주차,은밀한 감사,드라마,로맨스
MF,30,28,6월 5주차,구기동 프렌즈,예능,버라이어티
MF,30,29,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
MF,30,30,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
MF,30,31,6월 5주차,콩콩팡팡 (콩 심은 데 콩 나서 웃음팡 행복팡 해외탐방),예능,여행
MF,30,32,6월 5주차,쯔양몇끼,예능,쿡방/먹방
MF,30,33,6월 5주차,꽃보다 청춘: 리미티드 에디션,예능,여행
MF,30,34,6월 5주차,아는 형님,예능,버라이어티
MF,30,35,6월 5주차,이호선 상담소,예능,토크쇼
MF,30,36,6월 5주차,용감한 형사들 5,예능,토크쇼
MF,30,37,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
MF,30,38,6월 5주차,히든아이,교양,다큐멘터리
MF,30,39,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,30,40,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,30,41,6월 5주차,콩 심은 데 콩 나고 팥 심은 데 팥 난다,예능,여행
MF,30,42,6월 5주차,2026 윔블던 챔피언십 No.2 코트피드,스포츠,국제대회
MF,30,43,6월 5주차,2026 윔블던 챔피언십 Centre 코트피드,스포츠,국제대회
MF,30,44,6월 5주차,뿅뿅 지구오락실 3,예능,여행
MF,30,45,6월 5주차,유미의 세포들 시즌2,드라마,코미디
MF,30,46,6월 5주차,조선의 사랑꾼,예능,버라이어티
MF,30,47,6월 5주차,뿅뿅 지구오락실 2,예능,버라이어티
MF,30,48,6월 5주차,JTBC news NOW,교양,정치/시사
MF,30,49,6월 5주차,이제 만나러 갑니다,예능,토크쇼
MF,30,50,6월 5주차,MBC 무한도전 정주행,예능,버라이어티
MF,40,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,40,2,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,40,3,6월 5주차,내일도 출근!,드라마,로맨스
MF,40,4,6월 5주차,콩콩팜팜,예능,여행
MF,40,5,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,40,6,6월 5주차,언더커버셰프,예능,여행
MF,40,7,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,40,8,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,40,9,6월 5주차,나 혼자 산다,예능,버라이어티
MF,40,10,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,40,11,6월 5주차,놀러코스터,예능,여행
MF,40,12,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,40,13,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,40,14,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
MF,40,15,6월 5주차,첫 번째 남자,드라마,로맨스
MF,40,16,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,40,17,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,40,18,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,40,19,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,40,20,6월 5주차,허수아비,드라마,공포/오컬트
MF,40,21,6월 5주차,탐정들의 영업비밀,예능,버라이어티
MF,40,22,6월 5주차,놀라운 토요일,예능,음악예능
MF,40,23,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,40,24,6월 5주차,히든아이,교양,다큐멘터리
MF,40,25,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,40,26,6월 5주차,쯔양몇끼,예능,쿡방/먹방
MF,40,27,6월 5주차,은밀한 감사,드라마,로맨스
MF,40,28,6월 5주차,이호선 상담소,예능,토크쇼
MF,40,29,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
MF,40,30,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,40,31,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
MF,40,32,6월 5주차,아는 형님,예능,버라이어티
MF,40,33,6월 5주차,용감한 형사들 5,예능,토크쇼
MF,40,34,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
MF,40,35,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
MF,40,36,6월 5주차,이제 만나러 갑니다,예능,토크쇼
MF,40,37,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,40,38,6월 5주차,조선의 사랑꾼,예능,버라이어티
MF,40,39,6월 5주차,백일제등,드라마,판타지
MF,40,40,6월 5주차,유미의 세포들 시즌3,드라마,로맨스
MF,40,41,6월 5주차,JTBC news NOW,교양,정치/시사
MF,40,42,6월 5주차,구기동 프렌즈,예능,버라이어티
MF,40,43,6월 5주차,꽃보다 청춘: 리미티드 에디션,예능,여행
MF,40,44,6월 5주차,2026 윔블던 챔피언십 No.2 코트피드,스포츠,국제대회
MF,40,45,6월 5주차,선재 업고 튀어,드라마,로맨스
MF,40,46,6월 5주차,끝까지 간다 독박투어,예능,여행
MF,40,47,6월 5주차,흔들흔들,로맨스,
MF,40,48,6월 5주차,맛있는 녀석들,예능,쿡방/먹방
MF,40,49,6월 5주차,백번의 추억,드라마,로맨스
MF,40,50,6월 5주차,뿅뿅 지구오락실 3,예능,여행
MF,50,1,6월 5주차,신입사원 강회장,드라마,판타지
MF,50,2,6월 5주차,내일도 출근!,드라마,로맨스
MF,50,3,6월 5주차,오십프로,드라마,범죄 스릴러/수사극
MF,50,4,6월 5주차,스트릿 레스토랑 파이터,예능,요리 서바이벌
MF,50,5,6월 5주차,콩콩팜팜,예능,여행
MF,50,6,6월 5주차,언더커버셰프,예능,여행
MF,50,7,6월 5주차,취사병 전설이 되다,드라마,코미디
MF,50,8,6월 5주차,냉장고를 부탁해 since 2014,예능,쿡방/먹방
MF,50,9,6월 5주차,첫 번째 남자,드라마,로맨스
MF,50,10,6월 5주차,나 혼자 산다,예능,버라이어티
MF,50,11,6월 5주차,놀면 뭐하니?,예능,버라이어티
MF,50,12,6월 5주차,하트시그널 시즌5,예능,연애 리얼리티&토크쇼
MF,50,13,6월 5주차,벌거벗은 세계사,예능,교육&독서 예능
MF,50,14,6월 5주차,놀러코스터,예능,여행
MF,50,15,6월 5주차,니시지래적환희 : 운명처럼 너에게로,드라마,로맨스
MF,50,16,6월 5주차,이혼숙려캠프,예능,관찰리얼리티
MF,50,17,6월 5주차,무협 활극 <암하전>,드라마,사극/시대극
MF,50,18,6월 5주차,전지적 참견 시점,예능,버라이어티
MF,50,19,6월 5주차,유 퀴즈 온 더 블럭,예능,토크쇼
MF,50,20,6월 5주차,백일제등,드라마,판타지
MF,50,21,6월 5주차,허수아비,드라마,공포/오컬트
MF,50,22,6월 5주차,탐정들의 영업비밀,예능,버라이어티
MF,50,23,6월 5주차,히든아이,교양,다큐멘터리
MF,50,24,6월 5주차,오은영 리포트 - 결혼 지옥,예능,관찰리얼리티
MF,50,25,6월 5주차,이호선 상담소,예능,토크쇼
MF,50,26,6월 5주차,나는 SOLO,예능,연애 리얼리티&토크쇼
MF,50,27,6월 5주차,JTBC news NOW,교양,정치/시사
MF,50,28,6월 5주차,은밀한 감사,드라마,로맨스
MF,50,29,6월 5주차,2026 윔블던 챔피언십,스포츠,국제대회
MF,50,30,6월 5주차,친애하는 X,드라마,공포/오컬트
MF,50,31,6월 5주차,조선의 사랑꾼,예능,버라이어티
MF,50,32,6월 5주차,2026 윔블던 챔피언십 월드피드,스포츠,국제대회
MF,50,33,6월 5주차,쯔양몇끼,예능,쿡방/먹방
MF,50,34,6월 5주차,이제 만나러 갑니다,예능,토크쇼
MF,50,35,6월 5주차,놀라운 토요일,예능,음악예능
MF,50,36,6월 5주차,삼경설: 세 번째 인연,드라마,로맨스
MF,50,37,6월 5주차,심야괴담회 시즌6,예능,토크쇼
MF,50,38,6월 5주차,킬잇 : 스타일 크리에이터 대전쟁,예능,버라이어티
MF,50,39,6월 5주차,용감한 형사들 5,예능,토크쇼
MF,50,40,6월 5주차,시공간 초월 로맨스 <임안약몽>,드라마,로맨스
MF,50,41,6월 5주차,아는 형님,예능,버라이어티
MF,50,42,6월 5주차,JTBC 뉴스룸,교양,정치/시사
MF,50,43,6월 5주차,"나는 SOLO, 그후 사랑은 계속된다",예능,관찰리얼리티
MF,50,44,6월 5주차,MBC 뉴스데스크,교양,정치/시사
MF,50,45,6월 5주차,2026 윔블던 챔피언십 No.2 코트피드,스포츠,국제대회
